original_sentence,processed_tokens
"HÜKÜM: Gerekçesi yukarıda açıklandığı üzere; A)1-Davalı-karşı davacı vekilinin istinaf talebinin asıl dava yönünden KISMEN KABULÜNE, karşı dava yönünden istinaf talebinin esastan REDDİNE, 2- İstanbul 13.",hüküm gerekçe yukarı açık üzere Unk davacı Vekil istinaf talep asıl dav yön Unk kabul karşı dav yön istinaf talep esas Redd İstanbul
"Asliye Ticaret Mahkemesi'nin 13/07/2017 tarih ve 2017/548 Esas, 2017/571 Karar sayılı kararının KALDIRILMASINA, 3- Asıl dava yönünden; davanın KISMEN KABULÜ ile; - 1.486.376,81 TL'nin 26.01.2015 temerrüt tarihinden işleyecek değişen oranlı faizle birlikte davalıdan tahsili ile davacıya verilmesine, -Davacıya iade edilen 31.01.2014 tarihli ...bank A.Ş'ne ait 600.000,00 TL ve 240.000,00 TL bedelli iki adet teminat mektubunun iadesi konusunda karar verimesine yer olmadığına, 4-Karşı dava yönünden; davanın REDDİNE, B) İLK DERECE MAHKEMESİ YÖNÜNDEN Asıl Davada: 1-Asıl dava yönünden alınması gereken 101.534,40 TL nispi karar ve ilam harcından davacı-karşı davalı tarafça peşin olarak yatırılan 25.383,61 TL harcın mahsubu ile bakiye 76.150,79 TL harcın davalı-karşı davacıdan alınarak HAZİNEYE GELİR KAYDINA, 2-Asıl dava yönünden davacı-karşı davalı tarafından yatırılan 25.383,61 TL peşin harcın davalı-karşı davacıdan alınarak davacı-karşı davalıya verilmesine, 3-Davacı-karşı davalı tarafından yapılan 231,60 TL tebligat, posta ve 10.500,00 TL bilirkişi gideri olmak üzere toplam 10.731,60 TL yargılama giderinden davanın kabul ve ret oranına göre takdiren 6,868,23 TL'nin davalı-karşı davacıdan alınarak davacı-karşı davalıya verilmesine, bakiye miktarın davacı-karşı davalı üzerinde bırakılmasına, 4-Davalı-karşı davacı tarafından yapılan 50,00 TL tebligat posta ve 3.000,00 TL bilirkişi gideri olmak üzere toplam 3.050,00 TL yargılama giderinden davanın kabul ve ret oranına göre takdiren 1.098,00 TL'nin davacı-karşı davalıdan alınarak davalı-karşı davacıya verilmesine, bakiye miktarın davalı-karşı davacı üzerinde bırakılmasına, 5-Asıl dava yönünden davacı-karşı davalı kendisini vekil ile temsil ettirdiğinden karar tarihinde yürürlükte olan Avukatlık Asgari Ücret Tarifesi uyarınca kabul edilen miktar üzerinden hesaplanan 68.541,30 TL vekâlet ücretinin davalı-karşı davacıdan alınarak davacı-karşı davalıya verilmesine, 6-Asıl dava yönünden davalı-karşı davacı kendisini vekil ile temsil ettirdiğinden karar tarihinde yürürlükte olan Avukatlık Asgari Ücret Tarifesi uyarınca red edilen miktar üzerinden hesaplanan 47.550,00 TL vekalet ücretinin davacı-karşı davalıdan alınarak davalı-karşı davacıya verilmesine, 7-Taraflarca yatırılan gider avansından harcanmayan kısmın hüküm kesinleştiğinde ve istek halinde yatıran tarafa iadesine, Karşı Davada: 1-Karşı dava yönünden alınması gereken 35,90-TL nispi karar ve ilam harcının davalı-karşı davacı tarafça peşin olarak yatırılan 30.247,67 TL harçtan mahsubu ile bakiye 30.211,77 TL harcın karar kesinleştiğinde ve talep halinde davalı-karşı davacıya iadesine, 2-Karşı dava yönünden davacı-karşı davalı kendisini vekil ile temsil ettirdiğinden karar tarihinde yürürlükte olan Avukatlık Asgari Ücret Tarifesi uyarınca reddedilen miktar üzerinden hesaplanan 76.768,00 TL vekâlet ücretinin davalı-karşı davacıdan alınarak davacı- karşı davalıya verilmesine, 3-Karşı davacının yapmış olduğu giderlerin kendi üzerinde bırakılmasına, 4-Taraflarca yatırılan gider avansından harcanmayan kısmın hüküm kesinleştiğinde ve istek halinde yatıran tarafa iadesine, C) İSTİNAF İNCELEMESİ YÖNÜNDEN 1-Asıl dava yönünden davalı-karşı davacı tarafından yatırılan istinaf karar harcının istek halinde kendisine iadesine, 2-Karşı dava yönünden alınması gereken 35,90 TL karar harcından istinaf eden davalı karşı davacı tarafından yatırılan 31,40 TL'nin mahsubu ile bakiye 4,50 TL nin davalı karşı davacıdan tahsili ile hazineye gelir kaydına, 3-Davalı-karşı davacı tarafından yapılan 85,70-TL istinaf kanun yoluna başvurma harcı, 33,40 TL posta, tebligat gideri ve 51,70 TL tehir-i icra karar harcı olmak üzere toplam 170,80 TL istinaf yargılama giderinin davacı- karşı davalıdan alınarak davalı-karşı davacı tarafa verilmesine, 4-İstinaf incelemesi sırasında duruşma açılmadığından davalı-karşı davacı yararına vekâlet ücreti takdirine yer olmadığına, Dosya üzerinde yapılan inceleme sonucunda, 6100 sayılı HMK'nın 361. maddesi gereğince kararın tebliğ tarihinden itibaren 2 hafta içerisinde Yargıtay'da temyiz yolu açık olmak üzere 06/11/2018 tarihinde oybirliği ile karar verildi.",asliye ticaret mahkeme tarih esas karmak sayılı karar Unk asıl dav yön dava Unk kabul Tl temerrüt tarih Unk değişmek oran faiz birlikte davalı tahsil davacı Unk davacı iade etmek tarih bank Unk ait bedel iki âdet teminat mektup iade konu karmak Unk yemek olmak karşı dav yön dava Redd ilk derece mahkeme yön asıl dava asıl dav yön alınmak gerekmek nispî karmak ilâm harç Unk davalı taraf peşin Unk yatırmak harç Unk Bakiye harç Unk davacı Unk hazine gelmek Unk asıl dav yön Unk davalı tarafından yatırmak peşin harç Unk davacı Unk Unk davalı Unk Unk davalı tarafından yapılanmak tebligat post bilirkişi gider olmak üzere toplam yargılamak gider dava kabul ret oran göre takdiren Tl Unk davacı Unk Unk davalı Unk Bakiye miktar Unk davalı üzerinde bırakmak Unk davacı tarafından yapılanmak tebligat post bilirkişi gider olmak üzere toplam yargılamak gider dava kabul ret oran göre takdiren Tl Unk davalı Unk Unk davacı Unk Bakiye miktar Unk davacı üzerinde bırakmak asıl dav yön Unk davalı kendi Vekil temsil etmek karmak tarih yürürlük o avukat asgari ücret tarife uyarınca kabul etmek miktar Üzer hesaplamak Unk ücret Unk davacı Unk Unk davalı Unk asıl dav yön Unk davacı kendi Vekil temsil etmek karmak tarih yürürlük o avukat asgari ücret tarife uyarınca Unk etmek miktar Üzer hesaplamak vekâlet ücret Unk davalı Unk Unk davacı Unk taraf yatırmak gitmek avans harcamak kısım hüküm kesin istek hal yatırmak taraf iade karşı dava karşı dav yön alınmak gerekmek nispî karmak ilâm harç Unk davacı taraf peşin Unk yatırmak harç Unk Bakiye harç karmak kesin talep hal Unk davacı iade karşı dav yön Unk davalı kendi Vekil temsil etmek karmak tarih yürürlük o avukat asgari ücret tarife uyarınca reddetmek miktar Üzer hesaplamak Unk ücret Unk davacı Unk davacı karşı davalı Unk karşı davacı yapmak olmak gider kendi üzerinde bırakmak taraf yatırmak gitmek avans harcamak kısım hüküm kesin istek hal yatırmak taraf iade istinaf incelemek yön asıl dav yön Unk davacı tarafından yatırmak istinaf karmak harç istek hal kendi iade karşı dav yön alınmak gerekmek karmak harç istinaf etmek davalı karşı davacı tarafından yatırmak Tl Unk Bakiye Unk davalı karşı davacı tahsil hazine gelmek kayıt Unk davacı tarafından yapılanmak istinaf Kanu yolunmak başvurmak harç post tebligat gider tehir icra karmak harç olmak üzere toplam istinaf yargılamak gider davacı karşı davalı Unk Unk davacı taraf Unk istinaf incelemek sırasında duruşma açmak Unk davacı yarar Unk ücret takdir yemek olmak dosya üzerinde yapılanmak incelmek sonuç sayılı Unk madde gereğince kararmak tebliğ tarih itibaren hafta içeri Yargıtay temyiz yol açık olmak üzere tarih oybirliği karmak Unk
"GEREĞİ GÖRÜŞÜLÜP DÜŞÜNÜLDÜ : Dava, giydirme cephe, cam korkuluk, kompozit tavan kaplaması vs. imatları konu alan eser sözleşmesi kapsamında ilave işler bedeli ile teminat mektuplarının iadesi, karşı dava ise geç teslim nedeniyle gecikme cezası istemine ilişkin olup; mahkemesince asıl davanın kabulüne, karşı davanın reddine dair verilen kararın davalı-karşı davacı vekillerince istinaf edilmesi üzerine, Dairemizce sair istinaf sebepleri incelenmeksizin teminat mektupları bedelleri üzerinden de dava harçlarının alımı yönünde verilen geri çevirme kararına uygun harç tahsilinin sağlanarak mahkemece önceki karar gibi yeniden esas hakkında kurulan hükme karşı davalı-karşı davacı vekili istinaf talebinde bulunmuştur.",gerek görüşmek düşünmek dav giymek cephe cam korku kompozit tava kaplama Unk konu ala esmek sözleşme kapsam ilâve iş bedel teminat mektup iade karşı dav geç teslim nedeniyle gecikmek ceza istem ilişkin Unk mahkeme asıl dava kabul karşı dava Redd dair veri kararmak Unk davacı Vekil istinaf etmek üzerine daire sair istinaf sebep ince teminat mektup bedel Üzer dav harç al yön veri geri çevirme karar uygun harç tahsil sağ mahkeme önce karmak yeniden esas hakkında kurmak hüküm karşı Unk davacı Vekil istinaf talep bulunmak
"Mahkemece, talebe konu ilave işler bedeline ilişkin imalatların yapıldığının bilirkişi raporuyla belirlendiği ve talep edilen fiyatların da piyasa rayiçlerine uygun olduğuna yönelik bilirkişi görüşü kabul edilerek ilave işler bedelinin talebine ilişkin davanın kabulü ile teminat mektuplarının davacıya iadesine, yine karşı davaya yönelik olarak da işin teslimindeki gecikmenin ilave işlerin yapılmış olması nedeninden kaynaklandığı ve ihtirazi kayıt ileri sürülmeden işin teslim alınmış olmasına göre gecikme cezasının talep edilemeyeceğine ilişkin bilirkişi görüşü benimsenerek karşı davanın reddine karar verilmiştir.",mahkeme talep konu ilâve iş bedel ilişkin imalât yapmak bilirkişi rapor belirlemek talep etmek fiyat piyasa rayiç uygun olmak yönelik bilirkişi görüş kabul etmek ilâve iş bedel talep ilişkin dava kabul teminat mektup davacı iade yine karşı dava yönelik Unk iş teslim gecikmek ilâve iş yapmak olmak neden kaynaklanmak İhtirazi kayıtmak ileri sürülmek iş teslim alınmak olmak göre gecikmek ceza talep etmek ilişkin bilirkişi görüş benimsemek karşı dava Redd karmak Unk
"Davalı-karşı davacı istinaf talebinde özetle; asıl davaya yönelik istinafında ilave işler bedelinin hatalı olarak hesaplandığı, sözleşmenin fiyatlandırmaya yönelik ilgili hükümlerinin orada belirlenen usule ve prosedüre uyulmadan belirlendiğini; sözleşmedeki iki yıllık garanti süresi ve teminat mektuplarının iadesine ilişkin hükümler kapsamında iade şartlarının bulunmadığını belirterek kararın kaldırılarak asıl davanın reddi ile karşı davanın kabulüne karar verilmesini talep etmiştir.",Unk davacı istinaf talep özetlemek asıl dava yönelik istinaf ilâve iş bedel hata Unk hesaplamak sözleşme fiyat yönelik ilgili hüküm ora belirlemek usul prosedür uymak belirlemek sözleşme iki yıllık garanti süre teminat mektup iade ilişkin hüküm kapsam iade şart bulunmak belirtmek kararmak kaldırmak asıl dava Redd karşı dava kabul karmak Unk talep etmek
"Tüm dosya kapsamına göre; mahkemece, asıl davada taraf iddiaları ve beyanları doğrultusunda yapılan ilave işlerin mahallinde keşifle belirlenmiş olması ve yapıldığı tarih itibariyle bedelinin de piyasa rayiçlerine uygun olduğunun kabulü, karşı davada da, gecikmenin talebe konu ilave işler nedeniyle yaşandığı ve işin de ihtirazi kayıt ileri sürülmeden teslim alındığının anlaşılmasına göre davalı-karşı davacı vekilinin sair istinaf taleplerinin reddine dair verilen karar doğrudur, teminat mektupları yönünden ise, taraflar arasındaki sözleşmenin 9.maddesi düzenlemesi de dikkate alınarak ve taraf beyanları da değerlendirildiğinde geçici kabul (tesim tarihi) tarihinin Kasım 2014 olarak kabulünün gerekeceği, dava tarihi (27.02.2015) itibariyle talebe konu teminat mektuplarının iadesi koşulları oluşmamış ise de yapılan yargılama ve karar tarihi (13.07.2017) itibariyle teminat mektuplarının iadesi süresinin geçtiği ve bu sırada iadesi şartlarının oluştuğu ve mahkemece verilen ilk karar sonrasında davalı tarafından teminat mektuplarının davacı tarafa iade edildiğinin anlaşılmasına göre, teminat mektuplarının iadesine yönelik olarak karar verilmesine yer olmadığına dair karar verilmesi gerektiği, ancak dava tarihi itibariyle teminat mektuplarının iadesi koşulları henüz bulunmadığından davalının bu hususta dava açılmasına sebebiyet verdiğinin kabulü mümkün olmadığından teminat mektuplarına ilişkin olarak yapılan yargılama gideri ve vekalet ücretinden davalı sorumlu tutulamayacağından bu hususa ilişkin olarak mahal mahkeme kararının kaldırılarak teminat mektuplarının iadesi talebine yönelik olarak karar verilmesine yer olmadığına, karar ve ilam harcının 1.486.371,81 TL üzerinden tahsiline, 840.000,00 TL teminat mektupları bedeli üzerinden davalı lehine vekalet ücretine hükmedilmesine, yargılama giderlerinin de davada talep edilen toplam miktarın teminat mektupları bedelinin toplam miktarına oranlanarak belirlenen oran karşılığında taraflara paylaştırılmasına dair yeniden esas hakkında hüküm kurulması gerekmiştir.",dosya kapsam göre mahkeme asıl dava taraf iddia beyan doğrultu yapılanmak ilâve iş mahal Keşif belirlemek olmak yapmak tarih itibarî bedel piyasa rayiç uygun olmak kabul karşı dava gecikmek talep konu ilâve iş nedeniyle yaşamak iş İhtirazi kayıtmak ileri sürülmek teslim alınmak anlaşmak göre Unk davacı Vekil sair istinaf talep Redd dair veri karmak doğru teminat mektup yön taraf ara sözleşme madde düzenlemek dikkat Unk taraf beyan değerlendirmek geçici kabul Unk tarihî tarih kas Unk kabul gerekmek dav tarihî itibarî talep konu teminat mektup iade koşul oluşmak yapılanmak yargılamak karmak tarihî itibarî teminat mektup iade süre geçmek sıra iade şart oluşmak mahkeme veri ilk karmak sonra davalı tarafından teminat mektup davacı taraf iade etmek anlaşmak göre teminat mektup iade yönelik Unk karmak Unk yemek olmak dair karmak Unk gerekmek ancak dav tarihî itibarî teminat mektup iade koşul henüz bulunmak davalı husus dav açmak sebebiyet vermek kabul mümkün olmak teminat mektup ilişkin Unk yapılanmak yargılamak gider vekâlet ücret davalı sorumlu tutulmak husus ilişkin Unk mahal Mahke karar kaldırmak teminat mektup iade talep yönelik Unk karmak Unk yemek olmak karmak ilâm harç Üzer tahsil teminat mektup bedel Üzer davalı Leh vekâlet ücret hükmetmek yargılamak gider dava talep etmek toplam miktar teminat mektup bedel toplam miktar oranlamak belirlemek ora karşılık taraf paylaşmak dair yeniden esas hakkında hüküm kurmak gerekmek
"HÜKÜM: Gerekçesi yukarıda açıklandığı üzere; A)1-Davalı-karşı davacı vekilinin istinaf talebinin asıl dava yönünden KISMEN KABULÜNE, karşı dava yönünden istinaf talebinin esastan REDDİNE, 2- İstanbul 13.",hüküm gerekçe yukarı açık üzere Unk davacı Vekil istinaf talep asıl dav yön Unk kabul karşı dav yön istinaf talep esas Redd İstanbul
"Asliye Ticaret Mahkemesi'nin 13/07/2017 tarih ve 2017/548 Esas, 2017/571 Karar sayılı kararının KALDIRILMASINA, 3- Asıl dava yönünden; davanın KISMEN KABULÜ ile; - 1.486.376,81 TL'nin 26.01.2015 temerrüt tarihinden işleyecek değişen oranlı faizle birlikte davalıdan tahsili ile davacıya verilmesine, -Davacıya iade edilen 31.01.2014 tarihli ...bank A.Ş'ne ait 600.000,00 TL ve 240.000,00 TL bedelli iki adet teminat mektubunun iadesi konusunda karar verimesine yer olmadığına, 4-Karşı dava yönünden; davanın REDDİNE, B) İLK DERECE MAHKEMESİ YÖNÜNDEN Asıl Davada: 1-Asıl dava yönünden alınması gereken 101.534,40 TL nispi karar ve ilam harcından davacı-karşı davalı tarafça peşin olarak yatırılan 25.383,61 TL harcın mahsubu ile bakiye 76.150,79 TL harcın davalı-karşı davacıdan alınarak HAZİNEYE GELİR KAYDINA, 2-Asıl dava yönünden davacı-karşı davalı tarafından yatırılan 25.383,61 TL peşin harcın davalı-karşı davacıdan alınarak davacı-karşı davalıya verilmesine, 3-Davacı-karşı davalı tarafından yapılan 231,60 TL tebligat, posta ve 10.500,00 TL bilirkişi gideri olmak üzere toplam 10.731,60 TL yargılama giderinden davanın kabul ve ret oranına göre takdiren 6,868,23 TL'nin davalı-karşı davacıdan alınarak davacı-karşı davalıya verilmesine, bakiye miktarın davacı-karşı davalı üzerinde bırakılmasına, 4-Davalı-karşı davacı tarafından yapılan 50,00 TL tebligat posta ve 3.000,00 TL bilirkişi gideri olmak üzere toplam 3.050,00 TL yargılama giderinden davanın kabul ve ret oranına göre takdiren 1.098,00 TL'nin davacı-karşı davalıdan alınarak davalı-karşı davacıya verilmesine, bakiye miktarın davalı-karşı davacı üzerinde bırakılmasına, 5-Asıl dava yönünden davacı-karşı davalı kendisini vekil ile temsil ettirdiğinden karar tarihinde yürürlükte olan Avukatlık Asgari Ücret Tarifesi uyarınca kabul edilen miktar üzerinden hesaplanan 68.541,30 TL vekâlet ücretinin davalı-karşı davacıdan alınarak davacı-karşı davalıya verilmesine, 6-Asıl dava yönünden davalı-karşı davacı kendisini vekil ile temsil ettirdiğinden karar tarihinde yürürlükte olan Avukatlık Asgari Ücret Tarifesi uyarınca red edilen miktar üzerinden hesaplanan 47.550,00 TL vekalet ücretinin davacı-karşı davalıdan alınarak davalı-karşı davacıya verilmesine, 7-Taraflarca yatırılan gider avansından harcanmayan kısmın hüküm kesinleştiğinde ve istek halinde yatıran tarafa iadesine, Karşı Davada: 1-Karşı dava yönünden alınması gereken 35,90-TL nispi karar ve ilam harcının davalı-karşı davacı tarafça peşin olarak yatırılan 30.247,67 TL harçtan mahsubu ile bakiye 30.211,77 TL harcın karar kesinleştiğinde ve talep halinde davalı-karşı davacıya iadesine, 2-Karşı dava yönünden davacı-karşı davalı kendisini vekil ile temsil ettirdiğinden karar tarihinde yürürlükte olan Avukatlık Asgari Ücret Tarifesi uyarınca reddedilen miktar üzerinden hesaplanan 76.768,00 TL vekâlet ücretinin davalı-karşı davacıdan alınarak davacı- karşı davalıya verilmesine, 3-Karşı davacının yapmış olduğu giderlerin kendi üzerinde bırakılmasına, 4-Taraflarca yatırılan gider avansından harcanmayan kısmın hüküm kesinleştiğinde ve istek halinde yatıran tarafa iadesine, C) İSTİNAF İNCELEMESİ YÖNÜNDEN 1-Asıl dava yönünden davalı-karşı davacı tarafından yatırılan istinaf karar harcının istek halinde kendisine iadesine, 2-Karşı dava yönünden alınması gereken 35,90 TL karar harcından istinaf eden davalı karşı davacı tarafından yatırılan 31,40 TL'nin mahsubu ile bakiye 4,50 TL nin davalı karşı davacıdan tahsili ile hazineye gelir kaydına, 3-Davalı-karşı davacı tarafından yapılan 85,70-TL istinaf kanun yoluna başvurma harcı, 33,40 TL posta, tebligat gideri ve 51,70 TL tehir-i icra karar harcı olmak üzere toplam 170,80 TL istinaf yargılama giderinin davacı- karşı davalıdan alınarak davalı-karşı davacı tarafa verilmesine, 4-İstinaf incelemesi sırasında duruşma açılmadığından davalı-karşı davacı yararına vekâlet ücreti takdirine yer olmadığına, Dosya üzerinde yapılan inceleme sonucunda, 6100 sayılı HMK'nın 361. maddesi gereğince kararın tebliğ tarihinden itibaren 2 hafta içerisinde Yargıtay'da temyiz yolu açık olmak üzere 06/11/2018 tarihinde oybirliği ile karar verildi.",asliye ticaret mahkeme tarih esas karmak sayılı karar Unk asıl dav yön dava Unk kabul Tl temerrüt tarih Unk değişmek oran faiz birlikte davalı tahsil davacı Unk davacı iade etmek tarih bank Unk ait bedel iki âdet teminat mektup iade konu karmak Unk yemek olmak karşı dav yön dava Redd ilk derece mahkeme yön asıl dava asıl dav yön alınmak gerekmek nispî karmak ilâm harç Unk davalı taraf peşin Unk yatırmak harç Unk Bakiye harç Unk davacı Unk hazine gelmek Unk asıl dav yön Unk davalı tarafından yatırmak peşin harç Unk davacı Unk Unk davalı Unk Unk davalı tarafından yapılanmak tebligat post bilirkişi gider olmak üzere toplam yargılamak gider dava kabul ret oran göre takdiren Tl Unk davacı Unk Unk davalı Unk Bakiye miktar Unk davalı üzerinde bırakmak Unk davacı tarafından yapılanmak tebligat post bilirkişi gider olmak üzere toplam yargılamak gider dava kabul ret oran göre takdiren Tl Unk davalı Unk Unk davacı Unk Bakiye miktar Unk davacı üzerinde bırakmak asıl dav yön Unk davalı kendi Vekil temsil etmek karmak tarih yürürlük o avukat asgari ücret tarife uyarınca kabul etmek miktar Üzer hesaplamak Unk ücret Unk davacı Unk Unk davalı Unk asıl dav yön Unk davacı kendi Vekil temsil etmek karmak tarih yürürlük o avukat asgari ücret tarife uyarınca Unk etmek miktar Üzer hesaplamak vekâlet ücret Unk davalı Unk Unk davacı Unk taraf yatırmak gitmek avans harcamak kısım hüküm kesin istek hal yatırmak taraf iade karşı dava karşı dav yön alınmak gerekmek nispî karmak ilâm harç Unk davacı taraf peşin Unk yatırmak harç Unk Bakiye harç karmak kesin talep hal Unk davacı iade karşı dav yön Unk davalı kendi Vekil temsil etmek karmak tarih yürürlük o avukat asgari ücret tarife uyarınca reddetmek miktar Üzer hesaplamak Unk ücret Unk davacı Unk davacı karşı davalı Unk karşı davacı yapmak olmak gider kendi üzerinde bırakmak taraf yatırmak gitmek avans harcamak kısım hüküm kesin istek hal yatırmak taraf iade istinaf incelemek yön asıl dav yön Unk davacı tarafından yatırmak istinaf karmak harç istek hal kendi iade karşı dav yön alınmak gerekmek karmak harç istinaf etmek davalı karşı davacı tarafından yatırmak Tl Unk Bakiye Unk davalı karşı davacı tahsil hazine gelmek kayıt Unk davacı tarafından yapılanmak istinaf Kanu yolunmak başvurmak harç post tebligat gider tehir icra karmak harç olmak üzere toplam istinaf yargılamak gider davacı karşı davalı Unk Unk davacı taraf Unk istinaf incelemek sırasında duruşma açmak Unk davacı yarar Unk ücret takdir yemek olmak dosya üzerinde yapılanmak incelmek sonuç sayılı Unk madde gereğince kararmak tebliğ tarih itibaren hafta içeri Yargıtay temyiz yol açık olmak üzere tarih oybirliği karmak Unk
"GEREĞİ GÖRÜŞÜLÜP DÜŞÜNÜLDÜ : Dava, kutulu pişmaniye üretimi nedeniyle sözlü eser sözleşmesi ilişkisinden kaynaklanan iş bedelinin tahsili için başlatılan ilamsız icra takibine yönelik itirazın iptali talebine ilişkin olup; mahkemece, ispatlanamayan davanın reddin dair verilen karar davacı vekilince istinaf edilmiştir.",gerek görüşmek düşünmek dav kutu pişmaniye üretim nedeniyle sözlü esmek sözleşme ilişki kaynaklanmak bedel tahsil başlamak ilâm icra takip yönelik itiraz iptal talep ilişkin Unk mahkeme ispatlamak dava Redd dair veri karmak davacı Vekil istinaf etmek
"Davacı şirket yüklenici, davalı firma iş sahibidir.",davacı şirket yüklemek davalı firma Sahib
"Davacı, davalı firma ile süregelen bir ticari ilişkilerinin olduğunu takip konusu alacağa ilişkin davalı tarafından verilen siparişin, siparişe uygun yer ve zamanda üretildiği halde davalı tarafça teslim alınmadığı gibi bedelinin de ödenmediğini belirterek 70.641,05-TL asıl alacak ve 5.602,72-TL işlemiş faiz olmak üzere toplam 76.243,77-TL cari hesap alacağının tahsili için giriştikleri icra takibine davalının haksız olarak itiraz ettiğinden bahisle itirazın iptali ve icra inkar tazminatı talebinde bulunmuştur.",davacı davalı firma süregelmek bir ticarî ilişki olmak takip konu alacak ilişkin davalı tarafından veri sipariş sipariş uygun yemek zaman üretmek hal davalı taraf teslim alınmak bedel Unk belirtmek asıl alacak işlemek faiz olmak üzere toplam cari hesap alacak tahsil girişmek icra takip davalı Hak Unk itiraz etmek Unk itiraz iptal icra inkâr tazminat talep bulunmak
"Davalı, iddiaların tümünü reddederek davacı tarafın sunduğu bilgi ve belgelerin önceki siparişle ilgili olduğunu ve onun da bedelinin ödendiğini belirterek, mahkemenin de yetkisine itirazla davanın reddini talep etmiştir.",davalı iddia tüm reddetmek davacı taraf sunmak bilgi Belge önce sipariş ilgili olmak onmak bedel Unk belirtmek mahkeme yetki itiraz dava Redd talep etmek
Davalı icra dosyasındaki itirazında da icra dairesinin yetkisine de itiraz etmiştir.,davalı icra dosya itiraz icra daire yetki itiraz etmek
"Davalı-borçlu hakkında, Körfez İcra Dairesi'nin ... Esas sayılı takip dosyası ile cari hesaba dayalı 70.641,05-TL asıl alacak, 5.602,72-TL işlemiş faiz olmak üzere toplam 76.243,77-TL'nin tahsili amacıyla ilamsız icra takibi yapıldığı ve borçlunun da yetkiye ve borca itiraz ettiği anlaşılmıştır.",Unk hakkında körfez icra daire esas sayılı takip dosya cari hesap dayalı asıl alacak işlemek faiz olmak üzere toplam Tl tahsil amaç ilâm icra takip yapmak borç yetki bor itiraz etmek anlaşmak
"Yargılama sırasında davacı şirket ticari defterleri bilirkişi tarafından incelenmiş ve 29/11/2016 tarihli bilirkişi raporunda, takip ve dava konusu edilen alacağa ilişkin proforma faturanın hangi siparişe ait olduğunun anlaşılmadığını, bir adet fatura bedelinin ödendiği, davacının defter kaydına göre 1.296,05-TL alacaklı olduğu belirtilmiştir.",yargılamak sırasında davacı şirket ticarî defter bilirkişi tarafından ince tarih bilirkişi rapor takip dav konu etmek alacak ilişkin proforma fatura hangi sipariş ait olmak anlaşmak bir âdet fatura bedel Unk davacı defter kayıt göre alacak olmak belirtmek
"Davacı vekili istinaf talebinde özetle; davalı siparişi üzerine, ürünlerin siparişe uygun şekil, yer ve zamanda hazırlanıp teslime hazır hale getirildiği halde, davalının teslim almadığını belirterek davaya konu takiple iş bedelinin talep edildiğini, davanın haksız olarak reddedildiğini, davalı lehine kötüniyet tazminatına hükmedilmesinin de hatalı olduğundan bahisle kararın bozulmasını talep etmiştir.",davacı Vekil istinaf talep özetlemek davalı sipariş üzerine ürün sipariş uygun şekil yemek zaman hazır teslim hazır hal getirmek hal davalı teslim almak belirtmek dava konu Unk bedel talep etmek dava Hak Unk reddetmek davalı Leh Unk tazminat hükmetmek hata olmak Unk kararmak bozulmak talep etmek
"Tüm dosya kapsamından, taraflar arasında sözlü eser sözleşmesi ilişkisi bulunduğu ihtilafsız olup, davacının davaya konu fatura nedeniyle alacaklı olduğunu usulüne uygun olarak yasal delillerle ispatlayamaması nedeniyle mahkemece davanın reddine dair verilen karar dosya kapsamı, usul ve yasaya uygun ise de; sözleşmenin varlığı, davacının alacaklı ve borçlu olup olmadığı hususu yargılamayla belirlenmiş olmasına göre davacının takip yapmasında kötüniyetli olduğundan söz edilemez.",dosya kapsam taraf ara sözlü esmek sözleşme ilişki bulunmak ihtilâf Unk davacı dava konu fatura nedeniyle alacak olmak usul uygun Unk yasal delil ispatlamak nedeniyle mahkeme dava Redd dair veri karmak dosya kapsam usul yasamak uygun sözleşme varlık davacı alacak borç Unk olmak husus yargılamak belirlemek olmak göre davacı takip yapmak Unk olmak söz etmek
Kaldı ki bu husus davalı tarafça da ispat edilmemiştir.,kalmak husus davalı taraf ispat etmek
"Açıklanan nedenlerle, davacı tarafın istinaf talebinin kısmen kabulü ile, mahkeme kararının kaldırılarak şartları bulunmadığından davalı lehine hükmedilen kötüniyet tazminatı talebinin reddine dair yeniden esas hakkında hüküm kurulması gerekmiştir.",açık neden davacı taraf istinaf talep kısmen kabul Mahke karar kaldırmak şart bulunmak davalı Leh hükmetmek Unk tazminat talep Redd dair yeniden esas hakkında hüküm kurmak gerekmek
"HÜKÜM: Gerekçesi açıklandığı üzere; A)1-Davacı vekilinin istinaf talebinin KISMEN KABULÜNE, 2-Kocaeli 1.",hüküm gerekçe açık üzere Unk Vekil istinaf talep Unk kabul Kocaeli
