original_sentence,processed_tokens
"CEVAP: Davalı vekili, taşıma  sözleşmesinin 26. maddesindeki yetki şartı nedeni ile mahkemenin yetkisiz olduğunu, ayrıca Charter Partyde yer alan tahkim klozu nedeniyle  davanın tahkimde görülmesi gerektiğinden mahkemenin görevsiz olduğunu, davacının  sözkonusu taşıma ile ilişkisi açıklanamadığından, davanın aktif husumet yokluğundan reddi gerektiğini, esas yönünden ise  geminin  denize, yüke ve sefere elverişli nitelikte olduğunu,  taşınan balık emtiası yükleme limanında hangi nitelik ve nicelikte gemiye yüklendi ise aynı şekilde taşındığını, boşaltmayı takiben gümrük işlemlerinin yapıldığı sırada yani emtia  taşıyanın sorumluluk alanından  çıktıktan sonra bekleme aşamasında meydana gelen eksilmeden veya bozulmadan dolayı  müvekkilinin sorumlu tutulamayacağını, malda eksiklik var ise bunun  fire oranı  kapsamında değerlendirilmesi gerektiğini, davacının  hasar ihbarının süresi içerisinde yapılmadığını, davacı yanın sunmuş olduğu gözetim raporunda konteyner içerisindeki sıcaklığın -20 derece olarak belirtildiğini, dolayısıyla emtianın uygun ısı koşullarında  taşındığını  davacının  maruz kaldığı zarar ile müvekkilinin eylemleri arasında illiyet bağının bulunmadığını talep edilen tazminat tutarının fahiş olduğunu  gerektiğinde mahkemece uyuşmazlığa sınırlı sorumluluk kurallarının uygulanması gerektiğini  ileri  sürerek davanın husumet, yetkisizlik,  görevsizlik ve esastan reddine karar verilmesini  istemiştir.",cevap daval vekil taş sözleşme maddes yetki şar nede mahkeme yetkis olduk ayrıç charter partyde yer ala tahk kloz neden dava tahk görülmes gerektik mahkeme görevsiz olduk davaç sözkonus taş ilişkis açıklanamadık dava aktif husumet yokluk redi gerektik esas yön gem de yük sefer elverişli nitelik olduk taşına balık emtias yükle liman hangi nitelik nicelik gemi yükle aynı şekil taşındık boşaltma takibe gümrük işlem yapıldık sıra emtia taşıya sorumluluk alan çıktık sonra bekle aşama meyda gele eksilme bozulma dola müvekkil sorumlu tutulamayacak mal eksiklik var bu fir ora kapsam değerlendirilmes gerektik davaç hasar ihbar süres içeri yapılmadık davaç ya s olduk gözet rapor konteyner içeris sıcaklık dereç olarak belirtildik dolayı emtia uygu ıs koşul taşındık davaç maruz kaldık zarar müvekkil eylem ara illiyet bak bulunmadık talep edile tazminat tutar fahiş olduk gerektik mahkemeç uyuşmazlık sınırlı sorumluluk kural uygulanmas gerektik i sürerek dava husumet yetkisizlik görevsizlik esas reddi karar verilme istemiş
"İLK DERECE MAHKEMESİ KARARI:Mahkemece, davalının yük ilgilisine ödemekle yükümlü olduğu tazminat miktarı e.TTK 1112.maddesine göre malın varma yerindeki piyasa değerinden ibaret olup, yurt dışından ithal edilip iç piyasada satışa sunulan malın piyasa değeri yani satış değeri o malın ithalat bedeli ile kar kalemlerinden oluşmaktadır.",ilk dereç mahkemes kararimahkemeç daval yük ilgili ödemek yükümlü olduk tazminat miktar ettk madde gör mal varma yer piyas değer ibaret olup yurt dış ithal edilip piyasa satış sunula mal piyas değer satış değer mal ithalat bedel kar kalem oluşmak
"Bu durumda davacının dava dilekçesinde talep ettiği ithalat bedeli ile kar kaybı çoğun içinde az da vardır prensibine göre malın  piyasa değeri içerisinde kaldığından, davacının  kar kaybı talebi  TTK nın 1112.maddesi kapsamında bir talep olarak değerlendirildiği, davalının 18.800 kg lahoz balığının bozularak zayi olmasından dolayı e.TTK nın 1061.maddesine göre sorumlu olduğu davalıdan istenebilecek tazminat tutarının ise 308.132 TL olduğu anlaşılmakla, bu tutar üzerinden davanın kısmen kabulüne, e. TTK'nın 1235/7, 1236/1-2 ve 1241.",dur davaç dav dilekçe talep ettik ithalat bedel kar kaybı çok iç var prensip gör mal piyas değer içeri kaldık davaç kar kaybı talep ttk nın maddes kapsam bir talep olarak değerlendirildik daval lahoz balık bozularak zayi olma dola ettk nın madde gör sorumlu olduk davalı istenebilecek tazminat tutar olduk anlaşılmak tutar üzer dava kısme kabul ttknın
Maddeleri gereğince hüküm altına alınan alacakla sınırlı olarak davalıya ait olan gemi üzerine kanuni rehin hakkı tesis edilmesine karar verilmiştir.,madde gerek hük alt alına alacak sınırlı olarak davalı ait ola ge üzer kanuni reh hakkı tesis edilme karar veril
İSTİNAF SEBEPLERİ:	1-Katılma yoluyla istinaf yoluna başvuran davacı vekili ; TTK.,istinaf sebep katılma yol istinaf yol başvura davaç vekil ttk
"'nın 1236'da öngörülen yasal rehin hakkının gemiyi takip etmesi sebebiyle Türk limanına geldiği ihtilafsız olan gemi hakkında rehin hakkı tesisi istemli Türk Mahkemeleri'nin yetkili ve görevli olduğunun açık olduğunu, davalı vekilinin itirazlarının yersiz olduğunu, hükme esas alınan bilirkişi raporlarında, dava konusu taşımada en az bir kere aktarma yapıldığını, ancak bu aktarmanın hangi tarihte ve nerede yapıldığı hususunda, taşıma sırasında konteyner mührünün bozulduğunun ve yeni mühür uygulaması yapıldığının anlaşıldığını, davalının bu işlemleri nerede ne zaman ve niçin yaptığı konularında bilgi ve belge sunmadığını, imha dolayısıyla ortaya çıkan ardiye bedeli, gömü yeri bedeli, terminal ek ücreti gibi giderlerin TTK m. 1112'ye göre değil ise de, genel hükümlere göre tazmin edilmesi gerektiğini belirterek, mahkeme kararının ""fazlaya ilişkin kısmın reddine"" şeklindeki hüküm fıkrasının kaldırılmasına, davanın bu alacak kalemleri bakımından da kabulüne karar verilmesini talep etmiştir.",nın öngörüle yasal reh hakkı gemi takip etmes sebep türk liman geldik ihtilafsız ola ge hakk reh hakkı tesis istemli türk mahkeme yetkil görevli olduk açık olduk daval vekil itiraz yersiz olduk hükme esas alına bilirkiş rapor dav konus taşıma bir ker aktarma yapıldık ancak aktarma hangi tarih yapıldık husu taş sıra konteyner mührü bozulduk ye mühür uygulamas yapıldık anlaşıldık daval işlem zama yaptık konu bilgi belge sunmadık imha dolayı orta çıka ardi bedel gö yer bedel terminal ücret gider ttk gör değil genel hüküm gör tazm edilmes gerektik belirterek mahke karar fazla ilişk kısm reddi şekl hük fıkra kaldırılma dava alacak kalem bakım kabul karar verilme talep et
"2-Davalı vekili istinaf başvuru dilekçesinde; çarterpartide uygulanacak hukuk ve yetkili mahkemenin yurt dışı mahkemeleri olduğu ve hatta uygulanacak hukukunda ayrıca yabancı hukuk kaideleri olarak belirlendiğini, müvekkili şirketin söz konusu hasardan eğer var ise sorumluluğu malın varış limanı piyasa değeri ile sınırlı olduğunu, müvekkilinden bunun dışında zarar kalemi talep edilmesinin mümkün olmadığını, lahoz balığı emtiasının donmuş halinin piyasa değerinin tazesinden daha düşük olduğunu, ayrıca piyasaya sürülecek malın miktarının da önem teşkil ettiğini, davacı tarafından yaptırılan ekspertiz incelemesi sonrasında hazırlanan raporda müvekkiline ait konteynerın soğutma sisteminin çalışır durumda olduğunun tespit edildiğini, bu şartlarda hasarın müvekkiline atfı kabil bir kusurdan meydana gelmediğinin kabul edilmesi gerektiğini belirterek, davanın tümüyle reddine karar verilmesini talep etmiştir.",daval vekil istinaf başvur dilekçe çarterparti uygulanacak hukuk yetkil mahkeme yurt dış mahkeme olduk hat uygulanacak hukuk ayrıç yabancı hukuk kaide olarak belirlendik müvekkil şirket söz konus hasar var sorumluluk mal varış lima piyas değer sınırlı olduk müvekkil bu dış zarar kale talep edilme mümk olmadık lahoz balık emtia do hali piyas değer taze düşük olduk ayrıç piyasa sürülecek mal miktar öne teşkil ettik davaç taraf yaptırıla ekspertiz incelemes sonra hazırlana rapor müvekkil ait konteyner soğutma sistem çalışır dur olduk tespit edildik şart hasar müvekkil atfı kabil bir kusur meyda gelmedik kabul edilmes gerektik belirterek dava tüm reddi karar verilme talep et
"GEREKÇE:	Somut olayda  konşimentoda;içinde  -20 derecede dondurulmuş balık emtiası bulunan ML-GN 0042342 nolu dolu konteynerin 8.7.2008 tarihinde ... ""gemisine yüklendiği, İstanbul Haydarpaşa Limanına ise  ... gemisiyle geldiği,Haydarpaşa Gümrük Müdürlüğünün aktarma beyannamesinde konteyner numarasının ML-TR  0770990 olarak değiştirilmiş bulunduğu  ihtilafsızdır.",gerekçe somut olay konşimentodaiç derece dondurul balık emtias buluna mlgn nol dol konteyner tarih gemi yüklendik istanbul haydarpaş liman gemi geldiğihaydarpaş gümrük müdürlük aktarma beyanname konteyner numara mltr olarak değiştiril bulunduk ihtilafsız
Konşimento da konteynerin  -20 derecede donmuş balık yükü bulunduğunun kayıtlı bulunması nedeniyle davalı tarafın başlangıçta ki yükte ki elverişsizlik iddiaları dinlenebilir değildir.,konşimento konteyner derece do balık yük bulunduk kayıtlı bulunmas neden daval taraf başlangıç yük elverişsizlik iddia dinlenebilir değil
Hasarın varlığının önce yükte ki eksikliğin 2.9.2008 tarihli tutanak ile  akabinde 3.9.2008 tarihli sevkedilen Ambarlı Gümrük Yetkilileri tarafından tutulan tutanak ile balıkların kokuşmuş olduğunun tesbit edildiği  eTTK 1066/2 maddesinde yazılı olduğu üzere hasarın selahiyetli makam tarafından tesbit edildiği dikkate alındığında hasar ihbarı yapılmadığına ilişkin savunma yerinde değildir.,hasar varlık ö yük eksiklik tarihli tutanak akap tarihli sevkedile ambarlı gümrük yetkili taraf tutula tutanak balık kokuş olduk tesbit edildik ettk madde yazıl olduk üzer hasar selahiyetli maka taraf tesbit edildik dikka alındık hasar ihbar yapılmadık ilişk savunma yer değil
"eTTK 1061.madde:""Taşıyan, malların yükletilmesi, istifi, taşınması, elden geçirilmesi ve boşaltmasında tedbirli bir taşıyanın dikkat ve ihtimamını göstermekle mükelleftir.",ettk maddetaşıya mal yükletilmes istif taşınmas el geçirilmes boşaltma tedbirli bir taşıya dikkat ihtimam göstermek mükellef
"Teslim alındıkları andan teslim edildikleri ana kadar geçen müddet içinde malların zıyaı veya hasarı yüzünden doğacak zararlardan taşıyan mesuldür; meğer ki, zıya veya hasar, tedbirli bir taşıyanın dikkat ve ihtimamı ile dahi önüne geçilemiyecek sebeplerden ileri gelmiş olsun.",tesl alındık an tesl edildik an kadar geçe müddet iç mal zıyaı hasar yüz doğacak zarar taşıya mesuldür meğer zı hasar tedbirli bir taşıya dikkat ihtima dahi ön geçilemiyecek sebep i gel ol
"TTK 1112 de ise ""yükün tamamen veya kısmen ziyaı nedeniyle  1061 ve 1062.madde ler gereğince tazminat verilmesi lazım geldiğinde ,taşıyan malların adi piyasa değerini  veya aynı cins  malların varma yerinde malların boşaltılmasının başladığı tarihte  değerini öder""şeklindedir.",ttk yük tamame kısme ziyaı neden madde ler gerek tazminat verilmes laz geldik taşıya mal adi piyas değer aynı cins mal varma yer mal boşaltılma başladık tarih değer öderşekl
Taşımanın yapıldığı tarih itibariyle yürürülükte bulunan  eTTK 1061-1062.maddeler uyarınca davalı taşıyan yükte meydana gelen zarardan sorumludur.Taşıyan bu sorumluluğunu sınırlandıran veya kaldıran  bir sebeb delil  gösterememiştir.,taşıma yapıldık tarih itibar yürürülük buluna ettk madde uyar daval taşıya yük meyda gele zarar sorumludurtaşıya sorumluluk sınırlandıra kaldıra bir sebep delil gösterememiş
Davalının sorumluluğu eTTK 1061 e dayandığından tazminat borcunun 1112.maddeye göre hesaplanması gerekmektedir.Yapılan bilirkişi incelemelerinde ortak olarak varılan sonuç ;Taşıyanın yüke özen borcunun ihlali nedeniyle taşıyıcının tazmin borcu yükün varma yeri olan İstanbulda ki piyasa değeri ile sınırlı olduğudur.,daval sorumluluk ettk dayandık tazminat borcu madde gör hesaplanmas gerekmektediryapıla bilirkiş inceleme ortak olarak varıla sonuç taşıya yük öze borcu ihlal neden taşıyıç tazm borcu yük varma yer ola istanbul piyas değer sınırlı olduk
"Bilirkişi kurulları balık için farklı değerler tesbit etmiş ise de ;Mahkemece çeşitli kurumlardan değeri hususunda bilgi istenmiş ;sonuç olarak İBB  Su Ürünleri Hal Müdürlüğünün 3.4.2013 tarihli  yazısı ekinde gönderilen eylül 2008 ayı lahoz balığı fiyatı olarak bildirilen 16,39-TL/ kilogram fiyatı esas alınarak yapılan hesaplama neticesinde zararın 18.800x16.39= 308.132 -TL hesaplandığı  20.2.2017 tarihli Prof.Dr.... raporu esas alınarak bu miktara hükmedilmiştir.Emtianın taze ve donmuşunun fiyatının farklı olduğu ve bunun tazminat tutarını etkileyeceği davalı tarafça  ileri sürülmüş ise de ;İlk derece mahkemesince bu hususta da yeterli  araştırma yapılmış olup, İBB  Tarım ve Su Ürünleri Müdürlüğü değerlendirme raporun da (28.3.2017 tarihli ) lahos balığının nadir türler sınıfında olup ülkede avcılığının yasak olduğu,bu bağlamda bu ürün  cinsi için taze ürün ile donmuş ürün arasında fiyat farkı bulunmadığının bildirilmesi karşısında ürünün piyasa  değerinin tesbitine yönelik istinaf sebebi yerinde görülmemiştir.",bilirkiş kurul balık farklı değer tesbit et mahkemeç çeşitli kurum değer husu bilgi is sonuç olarak ibb ürün hal müdürlük tarihli yazıs ek gönderile eylül a lahoz balık fiyat olarak bildirile kilogra fiyat esas alınarak yapıla hesapla netice zarar hesaplandık tarihli profdr rapor esas alınarak miktar hükmedilmiştiremtia taze donmuş fiyat farklı olduk bu tazminat tutar etkileyecek daval tarafça i sürül ilk dereç mahkeme husus yeterli araştırma yapıl olup ibb tar ürün müdürlük değerlendirme rapor tarihli lahos balık nadir tür sınıf olup ülke avcılık yasak olduğup bağla ür cinsi taze ür do ür ara fiyat farkı bulunmadık bildirilmes karşı ür piyas değer tesbit yönelik istinaf sebep yer görülmemiş
Birim malın satışındaki para miktarına “fiyat” denir.,bir mal satış par miktar fiyat denir
"Fiyat, ticaret hayatında çeşitli şekillerde karşımıza çıkar: Alış fiyatı, maliyet fiyatı, satış fiyatı,… gibi.Mal alınırken satıcıya ödenen fiyata “alış fiyatı” denir.",fiyat ticaret hayat çeşitli şekil karş çıkar alış fiyat maliyet fiyat satış fiyat gibimal alınır satıcı ödene fiya alış fiyat denir
"Mal satılıncaya kadar değişik masraflar yapılır(taşıma, gümrük, sigorta,…gibi).",mal satılınca kadar değişik masraf yapılırtaş gümrük sigortagip
"Bu masrafların, alış fiyatı üzerine eklenmesiyle bulunan fiyata “maliyet (maloluş) fiyatı” denir.Eğer bir mal, maliyet fiyatının üzerinde bir fiyatla satılmışsa, bu satışta kâr sözkonusudur.",masraf alış fiyat üzer eklenme buluna fiya maliyet maloluş fiyat denireğer bir mal maliyet fiyat üzer bir fiyat satılmış satış sözkonus
Kârlı bir satışta maliyet fiyatı ile kâr tutarı toplanarak satış fiyatı belirlenir.,krlı bir satış maliyet fiyat tutar toplanarak satış fiyat belirlenir
"(maliyet-satış kar zarar hesapları - ...r)
Davacının dava dilekçesinde ; eşyanın ithalat bedeli olan 36.600-usd (malın satıcıdan alış fiyatı) taşıma masrafları olan (navlun, ordino gideri, ek güvenlik gideri,  özet beyan ücreti, aktarma/nakliye gideri, konteyner ardiye terminal gideri, eksper ücreti,  imha, nakliye ücreti, imha nakliye ücreti, belediye gömü ücreti) olmak üzere  5.625 Euro, 627,50 USD  ve 16.714,95 TL ve eşyanın Türkiye'de satışından elde edilecek kar kaybı tutarından ibaret olduğunu ileri sürerek kar kaybından şimdilik 400.000- TL nin tahsilini talep etmiştir.Aslında davacı tarafından talep edilen maliyet giderlerinin tamamının malın satış fiyatını (piyasa değerini )oluşturduğu  açıktır.Bu sebeble  azlık oyunda belirtildiği gibi  davacı vekilinin  dava dilekçesinde taleplerini tek tek ayrıştırmak suretiyle belirttiği  ve talebinde ithalat mal bedeli ve kar mahrumiyetini ayırdığı ve TTK'nun 1112.maddesinin değerlendirilmesinde yükün zıyaı halinde talep edilebilecek tazminat belirtilmekle davacının kar mahrumiyeti olarak belirttiği miktarın bu madde kapsamında değerlendirilemeyeceği, davacının bu kalem talebinin ancak ıslah halinde kabul edilebileceği,davanın kısmen mal bedeli ve yapılan gider üzerinden kabulü gerektiği yolunda ki görüşe piyasa değeri içerisinde satıcının maliyet +kar kalemi de bulunduğundan itibar edilmemiş;mahkemenin piyasa değerinin kar kaybı talebini de içerdiği tesbitinde isabetsizlik görülmemiştir.",maliyetsatış kar zarar hesap davaç dav dilekçe eşya ithalat bedel ola usd mal satıcı alış fiyat taş masraf ola navl ordino gider güvenlik gider özet beya ücret aktarmanakli gider konteyner ardi terminal gider eksper ücret imha nakli ücret imha nakli ücret beledi gö ücret olmak üzer euro usd eşya türkiye satış el edilecek kar kaybı tutar ibaret olduk i sürerek kar kayp şimdilik nin tahsil talep etmiştirasl davaç taraf talep edile maliyet gider tamam mal satış fiyat piyas değer oluşturduk açıktırbu sebep azlık oy belirtildik davaç vekil dav dilekçe talep tek tek ayrıştırmak suret belirttik talep ithalat mal bedel kar mahrumiyet ayırdık ttknun madde değerlendirilme yük zıyaı hal talep edilebilecek tazminat belirtilmek davaç kar mahrumiyet olarak belirttik miktar madde kapsam değerlendirilemeyecek davaç kale talep ancak ıslah hal kabul edilebileceğidava kısme mal bedel yapıla gider üzer kabulü gerektik yol görüş piyas değer içeri satıç maliyet kar kale bulunduk itibar edilmemişmahkeme piyas değer kar kaybı talep içerdik tesbit isabetsizlik görülmemiş
"Yetki  ve Tahkim itirazı açısından Davalı vekili cevap dilekçesin de ; işbu ihtilaf ile ilgili olarak ihtilafa COGSA nın uygulanması halinde  ihtilafın ABD kanunlarına tabii olarak Newyork Southern  Federal Bölge Mahkemeleri tarafından ele alınacak olup ,diğer bütün hallerde ihtilaf ingiliz hukukuna göre İngiliz Yüksek Mahkemesi nin yetkisine tabii olacağı hükmüne dayanarak yetki ve tahkim itirazı ileri sürmüş ise de tayin olunan hukuk ve mahkeme somut olarak belirlenmediğinden ayrıca geçerli bir tahkim sözleşmesini içermediğinden bu hususa yönelik istinaf sebebleri yerinde görülmemiştir.",yetki tahk itiraz açı daval vekil cevap dilekçe işbu ihtilaf ilgil olarak ihtilaf cogu nın uygulanmas hal ihtilaf abd kanun tabii olarak newyork southern federal bölge mahkeme taraf el alınacak olup diğer büt haller ihtilaf ingil hukuk gör ingil yük mahkemes nin yetki tabii olacak hükm dayanarak yetki tahk itiraz i sür tay oluna hukuk mahke somut olarak belirlenmedik ayrıç geçerli bir tahk sözleşme içermedik husus yönelik istinaf sebep yer görülmemiş
Davalı zararın  konteynerdeki bir kusurdan meydana gelmediğini savunmalarında ileri sürmüş ise de davacı tarafından yaptırılan ekspertiz incelemesinde konteynerin sıcaklığının 20/10/2008 tarihi itibariyle-20 C olması konteynerin tüm yolculuk boyunca bu sıcaklıkta olduğunu göstermemektedir.,daval zarar konteyner bir kusur meyda gelmedik savunma i sür davaç taraf yaptırıla ekspertiz inceleme konteyner sıcaklık tarih itibar olmas konteyner yolculuk boy sıcaklık olduk göstermemek
Yolculuğun 2 ay sürdüğü ve en az bir gemi değiştirildiği (yükleme gemisi ile boşaltma gemisi farklı) anlaşılmakla statik bu istinaf nedeni (belli bir ana yönelik tespit) yerinde sayılamaz.,yolculuk sürdük bir ge değiştirildik yükle gemis boşaltma gemis farklı anlaşılmak statik istinaf nede belli bir an yönelik tespit yer sayılamaz
"Davalı konteynere ait digi lok kayıtlarını tam olarak sunmamış ,sunulan kayıtlar ile soğutuculu konteynerin yolculuk boyunca hangi ısılarda bulunduğunun tesbit edilemeyeceği bilirkişi incelemeleri ile anlaşılmıştır.Ayrıca gemiye aktarmanın ne zaman ve hangi koşullarda olduğu ,yine konteyner mührünün ne zaman hangi sebeble  değiştirildiği hususu da belirlenememiştir.",daval konteyner ait digi lok kayıt tam olarak sunmamış sunula kayıt soğutucul konteyner yolculuk boy hangi ısı bulunduk tesbit edilemeyecek bilirkiş inceleme anlaşılmıştırayrıç gemi aktarma zama hangi koşul olduk y konteyner mührü zama hangi sebep değiştirildik husus belirlenememiş
Tüm anlatılanlara göre davalı taşıyıcının  eTTK nun 1061-1062.madde uyarınca sorumlu olduğu ve TTK nun 1112 madde kapsamında yükün ve geminin varma yeri İstanbulda ki piyasa değerine  hükmeden mahkemenin hükmüne yönelik davalı vekilinin istinaf nedenleri yerinde bulunmamaktadır.Davacı taraf  İmha bedeli ve masraflarının genel hükümlere göre tazmin edilmesi gerektiğini  iddia etmekte ise de TTK nun 1061.maddesine göre sorumlu tutulan davalının tazmin yükümlülüğü e TTK 1112 kapsamında belirlenen miktar olup sair zararlar talep edilemeyeceğinden davacı vekilinin reddedilen kısımlara yönelik istinaf nedeni yerinde  görülmediğinden her iki yan vekillerinin istinaf başvurusunun esastan reddine karar verilmiştir.,anlatılan gör daval taşıyıç ettk nun madde uyar sorumlu olduk ttk nun madde kapsam yük gem varma yer istanbul piyas değer hükme mahkeme hükm yönelik daval vekil istinaf neden yer bulunmamaktadırdavaç taraf imha bedel masraf genel hüküm gör tazm edilmes gerektik iddia etmek ttk nun madde gör sorumlu tutula daval tazm yükümlülük ttk kapsam belirlene miktar olup sair zarar talep edilemeyecek davaç vekil reddedile kısım yönelik istinaf nede yer görülmedik ik yan vekil istinaf başvuru esas reddi karar veril
"HÜKÜM: Yukarıda açıklanan nedenlerle:
Davacı ve davalı vekilinin istinaf başvurusunun HMK.",hük yukarı açıklana nede davaç daval vekil istinaf başvuru hmk
"'nın 353(1)b-1 maddesi uyarınca ESASTAN REDDİNE
Davalıdan alınması gereken   27.324- TL istinaf karar  harcından, davalı tarafından peşin yatırılan 5.263,40- TL nin mahsubu ile bakiye 22.060,60-TL harcın davalıdan alınarak hazineye gelir kaydına,
Davacıdan alınması gereken 35.90-TL istinaf karar harcından davacının peşin yatırdığı 31,40-TLnin  mahsubuna bakiye 4,50-TL  harcın davacıdan tahsiliyle hazineye gelir kaydına .",nın maddes uyar esas reddi davalı alınmas gereke istinaf karar harç daval taraf peş yatırıla nin mahsup baki harç davalı alınarak hazine gelir kaydı davacı alınmas gereke istinaf karar harç davaç peş yatırdık tlnin mahsup baki harç davacı tahsil hazine gelir kaydı
"İstinaf yoluna başvuranlar  tarafından yapılan giderlerin üzerinde bırakılmasına,
Gerekçeli kararın bir örneğinin taraf vekillerine tebliğine,
HMK 'nun 361/1.",istinaf yol başvuran taraf yapıla gider üzer bırakılma gerekçel karar bir örnek taraf vekil teblik hmk nun
"maddesi uyarınca kararın tebliğ tarihinden itibaren iki hafta içinde temyiz yoluna başvurulabileceğine, dosya üzerinde yapılan inceleme sonucunda oy birliğiyle karar verildi.",maddes uyar karar teblik tarih itibare ik haf iç temyiz yol başvurulabilecek dosya üzer yapıla incele sonuç birlik karar veril
20/12/2018,
"GEREĞİ DÜŞÜNÜLDÜ:
Davacı vekilinin dava dilekçesinde özetle; müvekkili şirket  ile davalı arasında gerçekleşen “ saç levha “ satışlarıyla ilgili olarak davalıya kesilen 3 adet faturada yer alan KDV bedelinin davalının bu levhaları ihraç etmesi nedeni ile KDV’den muaf olarak değerlendirildiğini ve davalının ödemesi gereken KDV'nin müvekkili şirkete ödenmediğini, müvekkili şirket ve davalı şirketin bu satışlarla ilgili KDV den muaf olmadığını ve KDV ödemesi gerektiğinin İstanbul ve Ankara Vergi dairesi tarafından bildirildikten sonra müvekkili şirket tarafından vergi dairesine ödendiğini, davalı şirketçe İstanbul Vergi Dairesi Başkanlığına müvekkiline yapılan bir ödeme olmamasına rağmen bu KDV’lerin ödendiğine dair beyanda dahi bulunulduğunu, ödenmesi gereken KDV’nin müvekkile ödenmesi için davalıya Ankara... Noterliğinin 03.11.2014 tarih... yevmiye numaralı ihtarnamesi keşide edilmiş ve ihtarname 13.11.2014 tarihinde davalının daimi çalışanına tebliğ edildiğini, 03.12.2014 tarihinde keşide edilen Büyükçekmece ...Noterliğinin 28.11.2014 tarih ... yevmiye nolu cevabi ihtarnamesi ile vergi iadesi yapılmaması ile ilgili sorumluluğun davacıda olduğunun ileri sürülerek KDV bedelinin ödenmeyeceğinin bildirildiğini,  müvekkili şirketin KDV iadesi gibi bir talebi olmadığını, eğer şartları oluşmuşsa KDV siz fatura düzenlemeyi arzu ettiğini ancak yasal şartlar oluşmadığından bu talebinin vergi dairesince kabul görmediğini, bu durumda yasal olarak tahakkuk etmiş KDV’nin davalı şirket tarafından  ödenmesi gerektiğini, davalının ihracat işlemlerini tamamlamış olup olmadığının davanın esasına etkisinin olmadığını beyanla  toplam 113.992,26.-TL KDV bedelinin fatura tarihlerinden itibaren işleyecek avans faizi ile birlikte davalıdan tahsiline karar verilmesini dava ve talep etmiştir.",gerek düşünül davaç vekil dav dilekçe özet müvekkil şirket daval ara gerçekleşe saç levha satış ilgil olarak davalı kesile adet fatura yer ala kdv bedel daval levha ihraç etmes nede kdvden muaf olarak değerlendirildik daval ödemes gereke kdvnin müvekkil şirke ödenmedik müvekkil şirket daval şirket satış ilgil kdv den muaf olmadık kdv ödemes gerektik istanbul ankar vergi daires taraf bildirildik sonra müvekkil şirket taraf vergi daire ödendik daval şirketçe istanbul vergi daires başkanlık müvekkil yapıla bir öde olmama rağme kdvler ödendik dair beya dahi bulunulduk ödenmes gereke kdvnin müvekkil ödenmes davalı ankar noterlik tarih yevmi numaral ihtarnames keşi edil ihtarna tarih daval daim çalışan teblik edildik tarih keşi edile büyükçekmeç noterlik tarih yevmi nol cevap ihtarnames vergi iades yapılmamas ilgil sorumluluk davacı olduk i sürülerek kdv bedel ödenmeyecek bildirildik müvekkil şirket kdv iades bir talep olmadık şart oluşmuş kdv fatur düzenleme arzu ettik ancak yasal şart oluşmadık talep vergi daire kabul görmedik dur yasal olarak tahakkuk et kdvnin daval şirket taraf ödenmes gerektik daval ihracat işlem tamamlamış olup olmadık dava esa etki olmadık beya topla kdv bedel fatur tarih itibare işleyecek avans faiz birlik davalı tahsil karar verilme dav talep et
